tweet,clean,ingles,sent_TextBlob,sent_Vader,sent_flair
@cuatro gracias por amenizarnos El Renacido con un pedazo de recuadro anunciando el Especial Planeta Calleja sobre la vacuna del covid. Lamentable https://t.co/fbq2QEcDiQ, gracias por amenizarnos El Renacido con un pedazo de recuadro anunciando el Especial Planeta Calleja sobre la vacuna del covid. Lamentable ,Thank you for entertaining El Renacido with a piece of box announcing the Planeta Calleja Special on the covid vaccine. Regrettable,0.4285714285714286,0.5859,-0.9605103135108948
"RT @CNNEE: Donald Trump: 'No dejen que Joe Biden se atribuya el mérito de la vacuna ... porque el de las vacunas fui yo’

https://t.co/CZTF…","RT  Donald Trump: 'No dejen que Joe Biden se atribuya el mérito de la vacuna ... porque el de las vacunas fui yo’

",RT Donald Trump: 'Don't let Joe Biden take credit for the vaccine ... because the vaccine was me',0.0,0.3818,-0.9989551305770874
"RT @SanofiMX: Este año, Sanofi trajo a México más vacunas que nunca en un momento donde la demanda ha incrementado 10 veces. https://t.co/8…","RT  Este año, Sanofi trajo a México más vacunas que nunca en un momento donde la demanda ha incrementado 10 veces. ","RT This year, Sanofi brought more vaccines to Mexico than ever at a time when demand has increased 10 times.",0.5,0.1531,0.9874639511108398
"RT @carlos_pimiento: Aprovecho la fake news difundida por huele ped0s del narco Calderón, Aguilar Camín, sobre la vacuna de AstraZeneca, pa…","RT  Aprovecho la fake news difundida por huele ped0s del narco Calderón, Aguilar Camín, sobre la vacuna de AstraZeneca, pa…","RT I take advantage of the fake news spread by smells ped0s of the narco Calderón, Aguilar Camín, about the AstraZeneca vaccine, to…",-0.5,-0.2732,-0.9954402446746826
"RT @HLGatell: Con Emeequis conversé sobre cómo podría organizarse la aplicación de la vacuna contra #COVID19, de acuerdo con recomendacione…",RT  Con Emeequis conversé sobre cómo podría organizarse la aplicación de la vacuna contra  de acuerdo con recomendacione…,RT With Emeequis I talked about how the application of the vaccine could be organized according to recommendations ...,0.0,0.0,0.6641873717308044
RT @MuySuFrida: No tarda en decir #GatellAsesino que la vacuna solo sirve para lo que sirve y que es autoritarismo pedir a la ciudadanía qu…,RT  No tarda en decir  que la vacuna solo sirve para lo que sirve y que es autoritarismo pedir a la ciudadanía qu…,RT It does not take long to say that the vaccine only serves what it serves and that it is authoritarian to ask citizens to ...,-0.025,0.0,-0.9729148745536804
RT @ACx102: La vacuna es el conejo sacado esta semana de la chistera de Ivan Redondo para tapar el pacto con Bildu. Y como ya nos han puest…,RT  La vacuna es el conejo sacado esta semana de la chistera de Ivan Redondo para tapar el pacto con Bildu. Y como ya nos han puest…,RT The vaccine is the rabbit taken this week from Ivan Redondo's hat to cover the pact with Bildu. And since they have already given us ...,0.0,0.0,-0.9860619902610779
"RT @eduardo_cas66: Alguien ve a México en ésta lista de los países q ya ordenaron vacuna para el Covid?? Siguen mintiendo estos corruptos,…","RT  Alguien ve a México en ésta lista de los países q ya ordenaron vacuna para el Covid?? Siguen mintiendo estos corruptos,…","RT Does anyone see Mexico in this list of countries that have already ordered a vaccine for Covid? These corrupt ones continue to lie, ...",-0.5,0.0,-0.9999791383743286
"RT @Ana_Filaxis: ¡Bravooooooooooo!

Vacuna de Pfizer y BioNTech lista para distribuirse en Inglaterra alrededor del 7 de diciembre.

Viva l…","RT  ¡Bravooooooooooo!

Vacuna de Pfizer y BioNTech lista para distribuirse en Inglaterra alrededor del 7 de diciembre.

Viva l…","RT Bravooooooooooo!

Pfizer and BioNTech vaccine ready to ship in England around 7th December.

Long live l ...",0.09545454545454546,0.6996,0.9990087151527405
"RT @AlertaNews24: 🇬🇧 | URGENTE - CORONAVIRUS: Las primeras dosis de la vacuna llegarán a los hospitales británicos en 10 días, según The gu…","RT  🇬🇧 | URGENTE - CORONAVIRUS: Las primeras dosis de la vacuna llegarán a los hospitales británicos en 10 días, según The gu…","RT 🇬🇧 | URGENT - CORONAVIRUS: The first doses of the vaccine will reach British hospitals in 10 days, according to The gu ...",0.125,0.3885,-0.9930945634841919
"Director de AstraZeneca señala probabilidad de un ""estudio adicional"" de su vacuna https://t.co/ipp4HVexHR  #6DBolivarYChavezPaLaAsamblea https://t.co/NF7fow6thl","Director de AstraZeneca señala probabilidad de un ""estudio adicional"" de su vacuna    ","Director of AstraZeneca indicates probability of an ""additional study"" of his vaccine",0.0,0.0,-0.9991282820701599
RT @colinrivas: Bolsonaro anuncia que la vacuna es voluntaria y que el no se pondrá ninguna vacuna 💉 👇,RT  Bolsonaro anuncia que la vacuna es voluntaria y que el no se pondrá ninguna vacuna 💉 👇,RT Bolsonaro announces that the vaccine is voluntary and that he will not get any vaccine 💉 👇,0.0,0.0,-0.9997468590736389
"RT @aguilarcamin: Entre los países que han preordenado la vacuna de AstraZeneca/Oxford,  según el World Economic Forum, no aparece México👇👇…","RT  Entre los países que han preordenado la vacuna de AstraZeneca/Oxford,  según el World Economic Forum, no aparece México👇👇…","RT Among the countries that have pre-ordered the AstraZeneca / Oxford vaccine, according to the World Economic Forum, Mexico does not appear👇👇…",0.2,0.0,-0.9990110397338867
"RT @Eldiamantenegro: Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. https://t.co/tkwNJpOONy","RT  Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. ","RT They are already distributing the Covid vaccine in Azcapotzalco and Iztapalapa, friends.",0.0,0.4767,-0.8608888983726501
Carnaval de Río de Janeiro será en julio de 2021 si hay vacuna COVID. https://t.co/LxVERkVlfi,Carnaval de Río de Janeiro será en julio de 2021 si hay vacuna COVID. ,Carnival in Rio de Janeiro will be in July 2021 if there is a COVID vaccine.,0.0,0.0,-0.7281351089477539
"RT @GuajeSalvaje: ¿Debemos gastar cientos de millones en regalar la vacuna a ""países vecinos amigos"", como dice González Laya?
¿Debemos ""co…","RT  ¿Debemos gastar cientos de millones en regalar la vacuna a ""países vecinos amigos"", como dice González Laya?
¿Debemos ""co…","RT Should we spend hundreds of millions to give the vaccine to ""friendly neighboring countries"", as González Laya says?
Should we ""co ...",0.375,0.4939,-0.9999208450317383
"El presidente @nayibbukele anunció la noche del miércoles, en cadena nacional, el acuerdo con @AstraZeneca para obtener dos millones de dosis de la vacuna contra el #Covid19 que podría comenzar a ser distribuida en el primer trimestre de 2021. https://t.co/ZjP8a7f3H6","El presidente  anunció la noche del miércoles, en cadena nacional, el acuerdo con  para obtener dos millones de dosis de la vacuna contra el  que podría comenzar a ser distribuida en el primer trimestre de 2021. ","The president announced on Wednesday night, on a national network, the agreement with to obtain two million doses of the vaccine against which it could begin to be distributed in the first quarter of 2021.",0.25,0.4939,-0.9130683541297913
"Estoy harta de mis practicas, quiero que terminen ya. Espero que salga la vacuna del covid, porque hacer prácticas desde mi casa ya me perjudica. Yo procrastino demasiado y no he podido corregir ese hábito, siempre me desvelo o hago el trabajo corriendo. No sirvo, lloro😭","Estoy harta de mis practicas, quiero que terminen ya. Espero que salga la vacuna del covid, porque hacer prácticas desde mi casa ya me perjudica. Yo procrastino demasiado y no he podido corregir ese hábito, siempre me desvelo o hago el trabajo corriendo. No sirvo, lloro😭","I'm fed up with my practices, I want them to end now. I hope the covid vaccine comes out, because doing internships from my home already hurts me. I procrastinate too much and have not been able to correct that habit, I always wake up or do the work running. I do not serve, I cry",0.35,0.3927,-0.9999749660491943
RT @rochaperiodista: Desarrolladores de vacuna rusa Sputnik V sugieren combinar su vacuna con AstraZeneca (El Universal)...pues todo lo que…,RT  Desarrolladores de vacuna rusa Sputnik V sugieren combinar su vacuna con AstraZeneca (El Universal)...pues todo lo que…,"RT Developers of the Russian vaccine Sputnik V suggest combining their vaccine with AstraZeneca (El Universal) ... well, everything ...",0.0,0.2732,0.8753859996795654
"RT @montse__garcia: ""La vacuna de la compañía BioNTech la descubrieron unos inmigrantes turcos... y no miro a nadie."" @salvadorilla 

Pues…","RT  ""La vacuna de la compañía BioNTech la descubrieron unos inmigrantes turcos... y no miro a nadie.""  

Pues…","RT ""The vaccine from the BioNTech company was discovered by some Turkish immigrants ... and I don't look at anyone.""

Well…",0.0,0.0,-0.9993324875831604
"RT @GuajeSalvaje: ¿Debemos gastar cientos de millones en regalar la vacuna a ""países vecinos amigos"", como dice González Laya?
¿Debemos ""co…","RT  ¿Debemos gastar cientos de millones en regalar la vacuna a ""países vecinos amigos"", como dice González Laya?
¿Debemos ""co…","RT Should we spend hundreds of millions to give the vaccine to ""friendly neighboring countries"", as González Laya says?
Should we ""co ...",0.375,0.4939,-0.9999208450317383
RT @ConElMazoDando: Brasil: Denuncian interferencia de Bolsorano  contra el desarrollo de la vacuna china CoronaVac https://t.co/PO74n3oimB…,RT  Brasil: Denuncian interferencia de Bolsorano  contra el desarrollo de la vacuna china CoronaVac ,RT Brasil: Interference by Bolsarano against the development of the Chinese CoronaVac vaccine,0.0,0.0,-0.9995656609535217
RT @Imagen_Mx: ➡ #Pfizer entregó a la Cofepris el expediente de su vacuna para que México inicie su revisión con miras a distribuirla en te…,RT  ➡  entregó a la Cofepris el expediente de su vacuna para que México inicie su revisión con miras a distribuirla en te…,RT ➡ gave Cofepris the file of its vaccine so that Mexico can begin its review with a view to distributing it in te ...,0.0,0.0,-0.7981190085411072
"RT @ViviSbizarra: #ULTIMAHORA
El Presidente Lucho Arce ratifica que la población no pagará nada por la vacuna contra el Covid-19.  @LuchoXB…","RT  
El Presidente Lucho Arce ratifica que la población no pagará nada por la vacuna contra el Covid-19.  ","RT
President Lucho Arce confirms that the population will pay nothing for the Covid-19 vaccine.",0.0,-0.1027,-0.9997418522834778
RT @ggarcia_001: @ConsultaPara @wef @Garcimonero @ferbelaunzaran @LeonKrauze @CarlosTorresF_ @JTrianaT @DonPorfifirio @ReginaBlandon @Claud…,RT           ,RT,0.0,0.0,0.8432084918022156
"RT @Eldiamantenegro: Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. https://t.co/tkwNJpOONy","RT  Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. ","RT They are already distributing the Covid vaccine in Azcapotzalco and Iztapalapa, friends.",0.0,0.4767,-0.8608888983726501
"Las farmacéuticas controlan las patentes de la #vacuna contra la #Covid, elevando precios y restringiendo el suministro a unos pocos países ricos. Pero los gobiernos votarán un plan para suspenderlas y que el mundo entero pueda beneficiarse. Firma: https://t.co/CKYG7XJgPQ",Las farmacéuticas controlan las patentes de la  contra la  elevando precios y restringiendo el suministro a unos pocos países ricos. Pero los gobiernos votarán un plan para suspenderlas y que el mundo entero pueda beneficiarse. Firma: ,The drug companies control the patents of the contras by raising prices and restricting supplies to a few rich countries. But governments will vote on a plan to suspend them so that the whole world can benefit. Firm:,0.04375,0.3716,0.9453335404396057
"RT @Eldiamantenegro: Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. https://t.co/tkwNJpOONy","RT  Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. ","RT They are already distributing the Covid vaccine in Azcapotzalco and Iztapalapa, friends.",0.0,0.4767,-0.8608888983726501
Estaba teniendo una conversación re piola con un cliente sobre el veganismo y la religión y me terminó diciendo que la vacuna del covid viene con un chip que te lleva a la muerte eterna😬,Estaba teniendo una conversación re piola con un cliente sobre el veganismo y la religión y me terminó diciendo que la vacuna del covid viene con un chip que te lleva a la muerte eterna😬,I was having a wicked conversation with a client about veganism and religion and he ended up telling me that the covid vaccine comes with a chip that leads to eternal death😬,0.0,-0.8658,-0.9980340600013733
"Nos tocó vivir en el 2020 un mundo prácticamente envenenado. La vacuna es la esperanza de volver a la normalidad de antes no a la que dizque “nueva normalidad” que no tiene nada de normal, palabras que usan para convencernos de un cambio pero para empeorar y aceptarlo.","Nos tocó vivir en el 2020 un mundo prácticamente envenenado. La vacuna es la esperanza de volver a la normalidad de antes no a la que dizque “nueva normalidad” que no tiene nada de normal, palabras que usan para convencernos de un cambio pero para empeorar y aceptarlo.","We had to live in 2020 a practically poisoned world. The vaccine is the hope of returning to the normality of before, not the so-called “new normal” that has nothing normal, words that they use to convince us of a change but to get worse and accept it.",0.034545454545454546,-0.1027,-0.9994082450866699
RT @SItunberri: A ver si de paso investigan el impacto de la vacuna sobre la fertilidad. https://t.co/PzKt6zs0kT,RT  A ver si de paso investigan el impacto de la vacuna sobre la fertilidad. ,RT Let's see if they investigate the impact of the vaccine on fertility.,0.0,0.0,0.5690064430236816
RT @pablocateriano: El país -nuevamente- se ve encaminado a un mejor futuro próximo. La exitosa e histórica colocación de bonos lo confirma…,RT  El país -nuevamente- se ve encaminado a un mejor futuro próximo. La exitosa e histórica colocación de bonos lo confirma…,RT The country -again- is heading towards a better near future. The successful and historic placement of bonds confirms it ...,0.27,0.7717,0.9959932565689087
"RT @Eldiamantenegro: Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. https://t.co/tkwNJpOONy","RT  Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. ","RT They are already distributing the Covid vaccine in Azcapotzalco and Iztapalapa, friends.",0.0,0.4767,-0.8608888983726501
"RT @VTVcanal8: Rusia y farmacéutica de la India acuerdan producir más de 100 millones de dosis al año de la vacuna Sputnik V

#100AñosAviac…","RT  Rusia y farmacéutica de la India acuerdan producir más de 100 millones de dosis al año de la vacuna Sputnik V

",RT Russia and Indian pharmaceutical company agree to produce more than 100 million doses per year of Sputnik V vaccine,0.5,0.3612,-0.871628999710083
RT @A3Noticias: Las jeringuillas especiales con las que se inyectará la vacuna del coronavirus en todo el mundo se están fabricando en Hues…,RT  Las jeringuillas especiales con las que se inyectará la vacuna del coronavirus en todo el mundo se están fabricando en Hues…,RT The special syringes with which the coronavirus vaccine will be injected around the world are being manufactured in Hues ...,0.35714285714285715,0.4019,0.8701989054679871
@genotipado Gracias a la vacuna. Ya están preparando el terreno., Gracias a la vacuna. Ya están preparando el terreno., Gracias a la vacuna. Ya están preparando el terreno.,0.0,0.0,0.9450699090957642
"@jlsantana Si, claro. La demencia es galopante. NO HAY NINGUNA VACUNA CERCANA. Esa es la realidad. O sea, ni da para pensar en la distribución, el censo o nada. No hay ningún liquidito."," Si, claro. La demencia es galopante. NO HAY NINGUNA VACUNA CERCANA. Esa es la realidad. O sea, ni da para pensar en la distribución, el censo o nada. No hay ningún liquidito."," Si, claro. La demencia es galopante. NO HAY NINGUNA VACUNA CERCANA. Esa es la realidad. O sea, ni da para pensar en la distribución, el censo o nada. No hay ningún liquidito.",0.0,-0.6289,-0.9993057250976562
"RT @GuajeSalvaje: ¿Debemos gastar cientos de millones en regalar la vacuna a ""países vecinos amigos"", como dice González Laya?
¿Debemos ""co…","RT  ¿Debemos gastar cientos de millones en regalar la vacuna a ""países vecinos amigos"", como dice González Laya?
¿Debemos ""co…","RT  ¿Debemos gastar cientos de millones en regalar la vacuna a ""países vecinos amigos"", como dice González Laya?
¿Debemos ""co…",0.0,0.0,-0.9261965155601501
"RT @IsmaelRdz33: Los que no se van a poner la vacuna de AstraZeneca, son los mismos weyes que exigían al gobierno que acabara con los conta…","RT  Los que no se van a poner la vacuna de AstraZeneca, son los mismos weyes que exigían al gobierno que acabara con los conta…","RT  Los que no se van a poner la vacuna de AstraZeneca, son los mismos weyes que exigían al gobierno que acabara con los conta…",0.0,-0.296,0.9098691940307617
RT @el_pais: Los hackers se hicieron pasar por reclutadores de personal en LinkedIn y WhatsApp para abordar con falsas ofertas de trabajo a…,RT  Los hackers se hicieron pasar por reclutadores de personal en LinkedIn y WhatsApp para abordar con falsas ofertas de trabajo a…,RT  Los hackers se hicieron pasar por reclutadores de personal en LinkedIn y WhatsApp para abordar con falsas ofertas de trabajo a…,0.0,0.0,0.9718733429908752
RT @ElltimoTemplar1: CHINA NOS MUESTRA LOS RESULTADOS DE SU VACUNA TRAS EXPERIMENTAR CON ECHENIQUE https://t.co/QagGtWtj4d,RT  CHINA NOS MUESTRA LOS RESULTADOS DE SU VACUNA TRAS EXPERIMENTAR CON ECHENIQUE ,RT  CHINA NOS MUESTRA LOS RESULTADOS DE SU VACUNA TRAS EXPERIMENTAR CON ECHENIQUE ,0.0,0.0,0.9257574081420898
"RT @ConsultaPara: La única vacuna de la que México tiene aseguradas 32 millones d dosis es la Sputnik V, desarrollada en RUSIA x el Inst. I…","RT  La única vacuna de la que México tiene aseguradas 32 millones d dosis es la Sputnik V, desarrollada en RUSIA x el Inst. I…","RT  La única vacuna de la que México tiene aseguradas 32 millones d dosis es la Sputnik V, desarrollada en RUSIA x el Inst. I…",0.0,0.0,0.8189918398857117
"@Claudiashein Unamos fuerzas contra está pandemia, como bien lo dice la Jefa de Gobierno Claudia Sheinbaum, la vacuna está muy cerca, no salgamos a menos que sea necesario y evitemos reuniones, sobretodo en espacios cerrados.
No permitamos que esté sea un triste diciembre. 

Si se puede. 👊"," Unamos fuerzas contra está pandemia, como bien lo dice la Jefa de Gobierno Claudia Sheinbaum, la vacuna está muy cerca, no salgamos a menos que sea necesario y evitemos reuniones, sobretodo en espacios cerrados.
No permitamos que esté sea un triste diciembre. 

Si se puede. 👊"," Unamos fuerzas contra está pandemia, como bien lo dice la Jefa de Gobierno Claudia Sheinbaum, la vacuna está muy cerca, no salgamos a menos que sea necesario y evitemos reuniones, sobretodo en espacios cerrados.
No permitamos que esté sea un triste diciembre. 

Si se puede. 👊",0.0,-0.5267,-0.999896764755249
"RT @CiroGomezL: ""En México el sector salud recibirá la vacuna contra el coronavirus en el segundo semestre del próximo año y el grueso de l…","RT  ""En México el sector salud recibirá la vacuna contra el coronavirus en el segundo semestre del próximo año y el grueso de l…","RT  ""En México el sector salud recibirá la vacuna contra el coronavirus en el segundo semestre del próximo año y el grueso de l…",0.0,0.0,-0.6045377254486084
"RT @PaulinaCrespoM: Fui voluntaria en un estudio fase 3, doble ciego que evaluará eficacia y seguridad de la vacuna contra el coronavirus.…","RT  Fui voluntaria en un estudio fase 3, doble ciego que evaluará eficacia y seguridad de la vacuna contra el coronavirus.…","RT  Fui voluntaria en un estudio fase 3, doble ciego que evaluará eficacia y seguridad de la vacuna contra el coronavirus.…",0.0,0.0,0.9158872961997986
RT @Dannyboy1961: No pos en la lista de Las Farmaceuticas no aparece México con solicitudes de compra de Vacuna.. todo lo que diga Loprz Eb…,RT  No pos en la lista de Las Farmaceuticas no aparece México con solicitudes de compra de Vacuna.. todo lo que diga Loprz Eb…,RT  No pos en la lista de Las Farmaceuticas no aparece México con solicitudes de compra de Vacuna.. todo lo que diga Loprz Eb…,0.0,-0.5267,-0.9674184322357178
@lamolechida Oye Mole: esa vacuna ha de ser apenas la antirrábica!...😆😄, Oye Mole: esa vacuna ha de ser apenas la antirrábica!...😆😄, Oye Mole: esa vacuna ha de ser apenas la antirrábica!...😆😄,0.0,0.8655,-0.9489725232124329
"¿Ustedes ya pensaron sobre si quieren o no ponerse la vacuna del covid en las primeras rondas de distribución? Es decir, si no son mayores de 70 o tienen comorbilidades, ¿han pensado en dejar primero a quienes mas la necesitan? He estado pensando mucho en eso....","¿Ustedes ya pensaron sobre si quieren o no ponerse la vacuna del covid en las primeras rondas de distribución? Es decir, si no son mayores de 70 o tienen comorbilidades, ¿han pensado en dejar primero a quienes mas la necesitan? He estado pensando mucho en eso....","¿Ustedes ya pensaron sobre si quieren o no ponerse la vacuna del covid en las primeras rondas de distribución? Es decir, si no son mayores de 70 o tienen comorbilidades, ¿han pensado en dejar primero a quienes mas la necesitan? He estado pensando mucho en eso....",0.0,-0.5803,-0.5481399893760681
"@JACrespo1 Que bueno, en esto si le aplaudo al presi, que experimenten con otros, misteriosamente 2 meses antes Gates previo la pandemia y misteriosamente de un virus nuevo en menos de un año ya hay vacuna cuando tardan de 3 a 10 años normalmente."," Que bueno, en esto si le aplaudo al presi, que experimenten con otros, misteriosamente 2 meses antes Gates previo la pandemia y misteriosamente de un virus nuevo en menos de un año ya hay vacuna cuando tardan de 3 a 10 años normalmente."," Que bueno, en esto si le aplaudo al presi, que experimenten con otros, misteriosamente 2 meses antes Gates previo la pandemia y misteriosamente de un virus nuevo en menos de un año ya hay vacuna cuando tardan de 3 a 10 años normalmente.",0.0,0.0,0.9839837551116943
"El lenguaje politico debe irse modernizando ahora la Gente cada vez mas exige precisiòn, para el caso de la GRATIUIDAD de la vacuna. Anteriormente el indiscrimidado uso de lo GRATIS permitia usarla para Marketing Politico, ahora ya se sabe q no es el Politico quien paga.","El lenguaje politico debe irse modernizando ahora la Gente cada vez mas exige precisiòn, para el caso de la GRATIUIDAD de la vacuna. Anteriormente el indiscrimidado uso de lo GRATIS permitia usarla para Marketing Politico, ahora ya se sabe q no es el Politico quien paga.","El lenguaje politico debe irse modernizando ahora la Gente cada vez mas exige precisiòn, para el caso de la GRATIUIDAD de la vacuna. Anteriormente el indiscrimidado uso de lo GRATIS permitia usarla para Marketing Politico, ahora ya se sabe q no es el Politico quien paga.",0.0,-0.0688,-0.7533897161483765
"RT @OscarFernandoLp: Tenemos rebrote de sarampión, reportes de mayor incidencia de tuberculosis, no hay vacunas contra el papiloma humano n…","RT  Tenemos rebrote de sarampión, reportes de mayor incidencia de tuberculosis, no hay vacunas contra el papiloma humano n…","RT  Tenemos rebrote de sarampión, reportes de mayor incidencia de tuberculosis, no hay vacunas contra el papiloma humano n…",0.0,-0.296,-0.8321162462234497
"Para que quieren que llegue la vacuna si van a sacar excusas, chismes, mala información, etc. para no ponérsela? 🤡","Para que quieren que llegue la vacuna si van a sacar excusas, chismes, mala información, etc. para no ponérsela? 🤡","Para que quieren que llegue la vacuna si van a sacar excusas, chismes, mala información, etc. para no ponérsela? 🤡",0.0,-0.296,-0.8678808212280273
"RT @LuisFernndezMa2: @FranAlabi La verdad, no sé por qué el Sr. Ministro pierde el tiempo en explicarle a éstos idiotas ...

Ésta gente, ni…","RT   La verdad, no sé por qué el Sr. Ministro pierde el tiempo en explicarle a éstos idiotas ...

Ésta gente, ni…","RT   La verdad, no sé por qué el Sr. Ministro pierde el tiempo en explicarle a éstos idiotas ...

Ésta gente, ni…",0.0,-0.296,-0.9977710247039795
"RT @Bl0geltrompudo: QUE NO VAYAN A SALIR CON QUE CUESTA UN DINERAL

Astra Zeneca es la única farmacéutica que vende la vacuna a precio de c…","RT  QUE NO VAYAN A SALIR CON QUE CUESTA UN DINERAL

Astra Zeneca es la única farmacéutica que vende la vacuna a precio de c…","RT  QUE NO VAYAN A SALIR CON QUE CUESTA UN DINERAL

Astra Zeneca es la única farmacéutica que vende la vacuna a precio de c…",0.0,-0.4466,-0.7787376642227173
RT @Garcimonero: Mexico pide una vacuna contra el neoliberalismo porque ese es el origen de todas las enfermedades según López.,RT  Mexico pide una vacuna contra el neoliberalismo porque ese es el origen de todas las enfermedades según López.,RT  Mexico pide una vacuna contra el neoliberalismo porque ese es el origen de todas las enfermedades según López.,0.0,0.0,0.8292741179466248
RT @ChapuApaolaza: “Ir al hospital a visitar el laboratorio de investigación de la vacuna es como ir de visita al Palacio de Hielo a saltar…,RT  “Ir al hospital a visitar el laboratorio de investigación de la vacuna es como ir de visita al Palacio de Hielo a saltar…,RT  “Ir al hospital a visitar el laboratorio de investigación de la vacuna es como ir de visita al Palacio de Hielo a saltar…,0.0,0.0,0.787695050239563
"@Janfitwitero @licarec Rusia vende pero no vacuna...

#Argentina https://t.co/1XkntVyMw2","  Rusia vende pero no vacuna...

 ","  Rusia vende pero no vacuna...

 ",0.0,-0.296,-0.7396059632301331
"@ProfeFlorez Si yo también lo creo .El director es un grandísimo científico,vi una entrevista de el y fue sencillamente espectacular , el tipo sabe lo que hace .Creo que será una buena vacuna"," Si yo también lo creo .El director es un grandísimo científico,vi una entrevista de el y fue sencillamente espectacular , el tipo sabe lo que hace .Creo que será una buena vacuna"," Si yo también lo creo .El director es un grandísimo científico,vi una entrevista de el y fue sencillamente espectacular , el tipo sabe lo que hace .Creo que será una buena vacuna",0.0,0.0,0.9982220530509949
"RT @DonVocero: @econokafka @m_ebrard No Sergio, van a traer la vacuna en las pipas...el hijo de Bartlett acaba de ganar una licitación (pre…","RT    No Sergio, van a traer la vacuna en las pipas...el hijo de Bartlett acaba de ganar una licitación (pre…","RT    No Sergio, van a traer la vacuna en las pipas...el hijo de Bartlett acaba de ganar una licitación (pre…",0.0,-0.296,0.6709012985229492
"La narrativa más difundida de este 2020: ""todo inicia con un murciélago y todo termina con una vacuna"". Te leo con expectativa @crismartinj.  #MiNuevoLibro #AmazonMásRapidoParaLaPróxima https://t.co/JybqL84Mzt","La narrativa más difundida de este 2020: ""todo inicia con un murciélago y todo termina con una vacuna"". Te leo con expectativa     ","La narrativa más difundida de este 2020: ""todo inicia con un murciélago y todo termina con una vacuna"". Te leo con expectativa     ",0.0,0.0,0.9912840127944946
RT @ErnestoAriasRo1: @DiazCanelB @Granma_Digital Grande #Cuba 🇨🇺 otro paso hacia la vacuna definitiva contra la Covid-19 al aprobar ensayos…,RT    Grande  🇨🇺 otro paso hacia la vacuna definitiva contra la Covid-19 al aprobar ensayos…,RT    Grande  🇨🇺 otro paso hacia la vacuna definitiva contra la Covid-19 al aprobar ensayos…,0.0,0.0,-0.5013148784637451
RT @FPatriarcal: La vacuna más segura contra el coronavirus https://t.co/rbMmIecefx,RT  La vacuna más segura contra el coronavirus ,RT  La vacuna más segura contra el coronavirus ,0.0,0.0,-0.8368855118751526
"RT @Eldiamantenegro: Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. https://t.co/tkwNJpOONy","RT  Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. ","RT  Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. ",0.0,0.0,0.9988800883293152
@efacusse O sea que; la vacunación depende de la vacuna 《valga la redundancia》, O sea que; la vacunación depende de la vacuna 《valga la redundancia》, O sea que; la vacunación depende de la vacuna 《valga la redundancia》,0.0,0.0,0.6938970685005188
"RT @MrReyKing: Aquí la pandemia se va a terminar cuando salga la vacuna, primordialmente porque es un país al 90% de nacos, es muy complica…","RT  Aquí la pandemia se va a terminar cuando salga la vacuna, primordialmente porque es un país al 90% de nacos, es muy complica…","RT  Aquí la pandemia se va a terminar cuando salga la vacuna, primordialmente porque es un país al 90% de nacos, es muy complica…",0.0,0.0,0.9709349274635315
RT @AlertaNews24: 🇺🇸 | URGENTE: United Airlines anuncia que comienza a llevar la vacuna Covid-19 de Pfizer a todo EEUU para una distribució…,RT  🇺🇸 | URGENTE: United Airlines anuncia que comienza a llevar la vacuna Covid-19 de Pfizer a todo EEUU para una distribució…,RT  🇺🇸 | URGENTE: United Airlines anuncia que comienza a llevar la vacuna Covid-19 de Pfizer a todo EEUU para una distribució…,0.0,0.4215,0.7959999442100525
"RT @Eldiamantenegro: Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. https://t.co/tkwNJpOONy","RT  Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. ","RT  Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. ",0.0,0.0,0.9988800883293152
Yo ni loca me pongo la vacuna del covid,Yo ni loca me pongo la vacuna del covid,Yo ni loca me pongo la vacuna del covid,0.0,0.0,0.7779560685157776
@porkestendencia @wef Y mientras los canadienses enchilados con Trudeau porque todo parece indicar que la vacuna estará disponible primero en México https://t.co/Rmh9TYRDyz https://t.co/2ICIPPCryx,  Y mientras los canadienses enchilados con Trudeau porque todo parece indicar que la vacuna estará disponible primero en México  ,  Y mientras los canadienses enchilados con Trudeau porque todo parece indicar que la vacuna estará disponible primero en México  ,0.0,0.0,-0.9694767594337463
